sku,description,category,brand,size,material,thread,length,uom,pack_qty,unit_price,status,replaced_by
HB-M16-2.0x50-A2,Hex Bolt M16-2.0  x 50mm A2 Stainless DIN 931,hex_bolt_metric,Torqline,M16,A2,2.0,50,EA,1,1.75,active,
HB-M16-2.0x60-8.8,Hex Bolt M16-2.0 x 60mm Class 8.8 Zinc DIN 931,hex_bolt_metric,Torqline,M16,8.8,2.0,60,EA,1,0.97,active,
HB-M16-2.0x60-A2,Hex Bolt M16-2.0X60mm A2 Stainless DIN 931,hex_bolt_metric,Torqline,M16,A2,2.0,60,EA,1,2.41,active,
HN-1/4-20-ZP,"Hex Nut 1/4""-20 Zinc Plated (Box of 100)",hex_nut,Torqline,1/4,ZP,20,,BX,100,6.96,active,
FW-1/4-ZP,"Flat Washer 1/4"" Zinc Plated USS (Box of 100)",flat_washer,Torqline,1/4,ZP,,,BX,100,3.99,active,
LW-1/4-ZP,"Split Lock Washer 1/4"" Zinc Plated (Box of 100)",lock_washer,Torqline,1/4,ZP,,,BX,100,4.63,active,
HN-1/4-20-SS,"HEX NUT 1/4""-20 18-8 STAINLESS (BOX OF 100)",hex_nut,Torqline,1/4,SS,20,,BX,100,18.01,active,
FW-1/4-SS,"Flat Washer 1/4"" 18-8 Stainless USS (Box of 100)",flat_washer,Torqline,1/4,SS,,,BX,100,12.12,active,
LW-1/4-SS,"Split Lock Washer 1/4"" 18-8 Stainless (Box of 100)",lock_washer,Torqline,1/4,SS,,,BX,100,13.59,active,
NL-1/4-20-ZP,"Nylon Insert Lock Nut 1/4""-20 Zinc Plated (Box of 100)",hex_nut,Torqline,1/4,ZP,20,,BX,100,9.45,active,
HN-5/16-18-ZP,"Hex Nut 5/16""-18 Zinc Plated (Box of 100)",hex_nut,Torqline,5/16,ZP,18,,BX,100,7.37,active,
FW-5/16-ZP,"Flat Washer 5/16"" Zinc Plated USS (Box of 100)",flat_washer,Torqline,5/16,ZP,,,BX,100,5.11,active,
LW-5/16-ZP,"Split Lock Washer 5/16"" Zinc Plated (Box of 100)",lock_washer,Torqline,5/16,ZP,,,BX,100,5.33,active,
HN-5/16-18-SS,"Hex Nut 5/16""-18 18-8 Stainless (Box of 100)",hex_nut,Torqline,5/16,SS,18,,BX,100,19.74,active,
FW-5/16-SS,"Flat Washer 5/16"" 18-8 Stainless USS (Box of 100)",flat_washer,Torqline,5/16,SS,,,BX,100,12.36,active,
LW-5/16-SS,"Split Lock Washer 5/16"" 18-8 Stainless (Box of 100)",lock_washer,Torqline,5/16,SS,,,BX,100,13.16,active,
NL-5/16-18-ZP,"Nylon Insert Lock Nut 5/16""-18 Zinc Plated (Box of 100)",hex_nut,Torqline,5/16,ZP,18,,BX,100,11.31,active,
HN-3/8-16-ZP,"Hex Nut 3/8""-16 Zinc Plated (Box of 100)",hex_nut,Torqline,3/8,ZP,16,,BX,100,7.44,active,
FW-3/8-ZP,"Flat Washer 3/8"" Zinc Plated USS (Box of 100)",flat_washer,Torqline,3/8,ZP,,,BX,100,5.52,active,
LW-3/8-ZP,"Split Lock Washer 3/8"" Zinc Plated (Box of 100)",lock_washer,Torqline,3/8,ZP,,,BX,100,6.08,active,
HN-3/8-16-SS,"Hex Nut 3/8""-16 18-8 Stainless (Box of 100)",hex_nut,Torqline,3/8,SS,16,,BX,100,19.43,active,
FW-3/8-SS,"Flat Washer 3/8"" 18-8 Stainless USS (Box of 100)",flat_washer,Torqline,3/8,SS,,,BX,100,13.49,active,
LW-3/8-SS,"Split Lock Washer 3/8"" 18-8 Stainless (Box of 100)",lock_washer,Torqline,3/8,SS,,,BX,100,14.41,active,
NL-3/8-16-ZP,"Nylon Insert Lock Nut 3/8""-16 Zinc Plated (Box of 100)",hex_nut,Torqline,3/8,ZP,16,,BX,100,10.89,active,
HN-1/2-13-ZP,"Hex Nut 1/2""-13 Zinc Plated (Box of 100)  ",hex_nut,Torqline,1/2,ZP,13,,BX,100,10.41,active,
FW-1/2-ZP,"Flat Washer 1/2"" Zinc Plated USS (Box of 100)",flat_washer,Torqline,1/2,ZP,,,BX,100,5.75,active,
LW-1/2-ZP,"Split Lock Washer 1/2"" Zinc Plated (Box of 100)",lock_washer,Torqline,1/2,ZP,,,BX,100,7.75,active,
HN-1/2-13-SS,"HEX NUT 1/2""-13 18-8 STAINLESS (BOX OF 100)",hex_nut,Torqline,1/2,SS,13,,BX,100,24.56,active,
FW-1/2-SS,"Flat Washer 1/2"" 18-8 Stainless USS (Box of 100)",flat_washer,Torqline,1/2,SS,,,BX,100,17.28,active,
LW-1/2-SS,"Split Lock Washer 1/2"" 18-8 Stainless (Box of 100)",lock_washer,Torqline,1/2,SS,,,BX,100,17.98,active,
NL-1/2-13-ZP,"Nylon Insert Lock Nut 1/2""-13 Zinc Plated (Box of 100)",hex_nut,Torqline,1/2,ZP,13,,BX,100,15.00,active,
HN-5/8-11-ZP,"Hex Nut 5/8""-11 Zinc Plated (Box of 100)",hex_nut,Torqline,5/8,ZP,11,,BX,100,11.92,active,
FW-5/8-ZP,"Flat Washer 5/8"" Zinc Plated USS (Box of 100)",flat_washer,Torqline,5/8,ZP,,,BX,100,7.02,active,
LW-5/8-ZP,"Split Lock Washer 5/8"" Zinc Plated (Box of 100)",lock_washer,Torqline,5/8,ZP,,,BX,100,7.90,active,
HN-5/8-11-SS,"Hex Nut 5/8""-11 18-8 Stainless (Box of 100)  ",hex_nut,Torqline,5/8,SS,11,,BX,100,29.03,active,
FW-5/8-SS,"Flat Washer 5/8"" 18-8 Stainless USS (Box of 100)",flat_washer,Torqline,5/8,SS,,,BX,100,19.76,active,
LW-5/8-SS,"Split Lock Washer 5/8"" 18-8 Stainless (Box of 100)",lock_washer,Torqline,5/8,SS,,,BX,100,24.75,active,
NL-5/8-11-ZP,"Nylon Insert Lock Nut 5/8""-11 Zinc Plated (Box of 100)",hex_nut,Torqline,5/8,ZP,11,,BX,100,17.86,active,
HN-3/4-10-ZP,"Hex Nut 3/4""-10 Zinc Plated (Box of 100)",hex_nut,Torqline,3/4,ZP,10,,BX,100,13.85,active,
FW-3/4-ZP,"Flat Washer 3/4"" Zinc Plated USS (Box of 100)",flat_washer,Torqline,3/4,ZP,,,BX,100,8.86,active,
LW-3/4-ZP,"Split Lock Washer 3/4"" Zinc Plated (Box of 100)",lock_washer,Torqline,3/4,ZP,,,BX,100,10.03,active,
HN-3/4-10-SS,"Hex Nut 3/4""-10 18-8 Stainless (Box of 100)",hex_nut,Torqline,3/4,SS,10,,BX,100,37.41,active,
FW-3/4-SS,"Flat Washer 3/4"" 18-8 Stainless USS (Box of 100)",flat_washer,Torqline,3/4,SS,,,BX,100,20.12,active,
LW-3/4-SS,"Split Lock Washer 3/4"" 18-8 Stainless (Box of 100)",lock_washer,Torqline,3/4,SS,,,BX,100,25.10,active,
NL-3/4-10-ZP,"Nylon Insert Lock Nut 3/4""-10 Zinc Plated (Box of 100)",hex_nut,Torqline,3/4,ZP,10,,BX,100,18.81,active,
HN-M10-1.5-8.8,Hex Nut M10-1.5 Class 8 Zinc DIN 934 (Box of 100),hex_nut,Torqline,M10,8.8,1.5,,BX,100,10.27,active,
FW-M10-A2,Flat Washer M10 A2 Stainless DIN 125 (Box of 100),flat_washer,Torqline,M10,A2,,,BX,100,16.08,active,
HN-M12-1.75-8.8,Hex Nut M12-1.75 Class 8 Zinc DIN 934 (Box of 100),hex_nut,Torqline,M12,8.8,1.75,,BX,100,13.01,active,
FW-M12-A2,FLAT WASHER M12 A2 STAINLESS DIN 125 (BOX OF 100),flat_washer,Torqline,M12,A2,,,BX,100,19.68,active,
HN-M16-2.0-8.8,Hex Nut M16-2.0 Class 8 Zinc DIN 934 (Box of 100),hex_nut,Torqline,M16,8.8,2.0,,BX,100,17.93,active,
FW-M16-A2,Flat Washer M16 A2 Stainless DIN 125 (Box of 100),flat_washer,Torqline,M16,A2,,,BX,100,25.25,active,
EL90-3/8-BR,"3/8"" 90 Elbow Brass NPT 150#",pipe_fitting,Valvex,3/8,BR,NPT,,EA,1,2.19,active,
EL90-3/8-BI,"3/8"" 90 Elbow Black Iron NPT 150#  ",pipe_fitting,Valvex,3/8,BI,NPT,,EA,1,1.01,active,
EL90-3/8-SS,"3/8"" 90 Elbow 316 Stainless NPT 150#",pipe_fitting,Valvex,3/8,SS,NPT,,EA,1,6.34,active,
EL90-1/2-BR,"1/2"" 90 Elbow Brass NPT 150#",pipe_fitting,Valvex,1/2,BR,NPT,,EA,1,2.37,active,
EL90-1/2-BI,"1/2"" 90 Elbow Black Iron NPT 150#",pipe_fitting,Valvex,1/2,BI,NPT,,EA,1,1.05,active,
EL90-1/2-SS,"1/2"" 90 Elbow 316 Stainless NPT 150#  ",pipe_fitting,Valvex,1/2,SS,NPT,,EA,1,7.82,active,
EL90-3/4-BR,"3/4"" 90 Elbow Brass NPT 150#",pipe_fitting,Valvex,3/4,BR,NPT,,EA,1,3.53,active,
EL90-3/4-BI,"3/4"" 90 Elbow Black Iron NPT 150#",pipe_fitting,Valvex,3/4,BI,NPT,,EA,1,1.74,active,
EL90-3/4-SS,"3/4"" 90 Elbow 316 Stainless NPT 150#",pipe_fitting,Valvex,3/4,SS,NPT,,EA,1,9.78,active,
EL90-1-BR,"1"" 90 Elbow Brass NPT 150#",pipe_fitting,Valvex,1,BR,NPT,,EA,1,5.57,active,
EL90-1-BI,"1"" 90 Elbow Black Iron NPT 150#",pipe_fitting,Valvex,1,BI,NPT,,EA,1,2.41,active,
EL90-1-SS,"1"" 90 Elbow 316 Stainless NPT 150#",pipe_fitting,Valvex,1,SS,NPT,,EA,1,14.35,active,
EL90-1-1/4-BR,"1-1/4"" 90 Elbow Brass NPT 150#  ",pipe_fitting,Valvex,1-1/4,BR,NPT,,EA,1,7.21,active,
EL90-1-1/4-BI,"1-1/4"" 90 Elbow Black Iron NPT 150#",pipe_fitting,Valvex,1-1/4,BI,NPT,,EA,1,3.35,active,
EL90-1-1/4-SS,"1-1/4"" 90 ELBOW 316 STAINLESS NPT 150#",pipe_fitting,Valvex,1-1/4,SS,NPT,,EA,1,20.89,active,
EL90-1-1/2-BR,"1-1/2"" 90 Elbow Brass NPT 150#",pipe_fitting,Valvex,1-1/2,BR,NPT,,EA,1,9.02,active,
EL90-1-1/2-BI,"1-1/2"" 90 Elbow Black Iron NPT 150#",pipe_fitting,Valvex,1-1/2,BI,NPT,,EA,1,3.54,active,
EL90-1-1/2-SS,"1-1/2"" 90 Elbow 316 Stainless NPT 150#",pipe_fitting,Valvex,1-1/2,SS,NPT,,EA,1,24.37,active,
EL90-2-BR,"2"" 90 Elbow Brass NPT 150#",pipe_fitting,Valvex,2,BR,NPT,,EA,1,13.44,active,
EL90-2-BI,"2"" 90 Elbow Black Iron NPT 150#",pipe_fitting,Valvex,2,BI,NPT,,EA,1,6.23,active,
EL90-2-SS,"2"" 90 Elbow 316 Stainless NPT 150#",pipe_fitting,Valvex,2,SS,NPT,,EA,1,38.91,active,
TEE-3/8-BR,"3/8"" Tee Brass NPT 150#",pipe_fitting,Valvex,3/8,BR,NPT,,EA,1,2.72,active,
TEE-3/8-BI,"3/8"" Tee Black Iron NPT 150#",pipe_fitting,Valvex,3/8,BI,NPT,,EA,1,1.28,active,
TEE-3/8-SS,"3/8"" Tee 316 Stainless NPT 150#",pipe_fitting,Valvex,3/8,SS,NPT,,EA,1,7.31,active,
TEE-1/2-BR,"1/2"" Tee Brass NPT 150#",pipe_fitting,Valvex,1/2,BR,NPT,,EA,1,3.74,active,
TEE-1/2-BI,"1/2"" Tee Black Iron NPT 150#",pipe_fitting,Valvex,1/2,BI,NPT,,EA,1,1.56,active,
TEE-1/2-SS,"1/2"" Tee 316 Stainless NPT 150#",pipe_fitting,Valvex,1/2,SS,NPT,,EA,1,10.73,active,
TEE-3/4-BR,"3/4"" Tee Brass NPT 150#",pipe_fitting,Valvex,3/4,BR,NPT,,EA,1,4.84,active,
TEE-3/4-BI,"3/4"" Tee Black Iron NPT 150#",pipe_fitting,Valvex,3/4,BI,NPT,,EA,1,2.53,active,
TEE-3/4-SS,"3/4"" Tee 316 Stainless NPT 150#",pipe_fitting,Valvex,3/4,SS,NPT,,EA,1,15.92,active,
TEE-1-BR,"1"" Tee Brass NPT 150#",pipe_fitting,Valvex,1,BR,NPT,,EA,1,6.41,active,
TEE-1-BI,"1"" Tee Black Iron  NPT 150#",pipe_fitting,Valvex,1,BI,NPT,,EA,1,3.47,active,
TEE-1-SS,"1"" Tee  316 Stainless NPT 150#",pipe_fitting,Valvex,1,SS,NPT,,EA,1,19.41,active,
TEE-1-1/4-BR,"1-1/4"" Tee Brass NPT 150#",pipe_fitting,Valvex,1-1/4,BR,NPT,,EA,1,9.22,active,
TEE-1-1/4-BI,"1-1/4"" Tee Black Iron NPT 150#",pipe_fitting,Valvex,1-1/4,BI,NPT,,EA,1,4.49,active,
TEE-1-1/4-SS,"1-1/4"" Tee 316 Stainless NPT 150#",pipe_fitting,Valvex,1-1/4,SS,NPT,,EA,1,28.84,active,
TEE-1-1/2-BR,"1-1/2"" Tee Brass NPT 150#",pipe_fitting,Valvex,1-1/2,BR,NPT,,EA,1,10.96,active,
TEE-1-1/2-BI,"1-1/2"" Tee Black Iron NPT 150#",pipe_fitting,Valvex,1-1/2,BI,NPT,,EA,1,5.20,active,
TEE-1-1/2-SS,"1-1/2"" Tee 316 Stainless NPT 150#",pipe_fitting,Valvex,1-1/2,SS,NPT,,EA,1,33.54,active,
TEE-2-BR,"2"" Tee Brass NPT 150#",pipe_fitting,Valvex,2,BR,NPT,,EA,1,19.27,active,
TEE-2-BI,"2"" Tee Black Iron NPT 150#",pipe_fitting,Valvex,2,BI,NPT,,EA,1,8.08,active,
TEE-2-SS,"2"" Tee 316 Stainless NPT 150#",pipe_fitting,Valvex,2,SS,NPT,,EA,1,55.08,active,
CPL-3/8-BR,"3/8"" Coupling Brass NPT 150#",pipe_fitting,Valvex,3/8,BR,NPT,,EA,1,1.71,active,
CPL-3/8-BI,"3/8"" Coupling Black Iron NPT 150#",pipe_fitting,Valvex,3/8,BI,NPT,,EA,1,0.64,active,
CPL-3/8-SS,"3/8"" Coupling 316 Stainless NPT 150#",pipe_fitting,Valvex,3/8,SS,NPT,,EA,1,4.82,active,
CPL-1/2-BR,"1/2"" Coupling Brass NPT 150#",pipe_fitting,Valvex,1/2,BR,NPT,,EA,1,1.83,active,
CPL-1/2-BI,"1/2"" Coupling Black Iron NPT 150#",pipe_fitting,Valvex,1/2,BI,NPT,,EA,1,0.91,active,
CPL-1/2-SS,"1/2"" Coupling 316 Stainless NPT 150#",pipe_fitting,Valvex,1/2,SS,NPT,,EA,1,5.48,active,
CPL-3/4-BR,"3/4"" Coupling Brass NPT 150#",pipe_fitting,Valvex,3/4,BR,NPT,,EA,1,2.96,active,
CPL-3/4-BI,"3/4"" Coupling Black Iron NPT 150#",pipe_fitting,Valvex,3/4,BI,NPT,,EA,1,1.24,active,
CPL-3/4-SS,"3/4"" Coupling 316 Stainless NPT 150#",pipe_fitting,Valvex,3/4,SS,NPT,,EA,1,8.99,active,
CPL-1-BR,"1"" Coupling Brass NPT 150#",pipe_fitting,Valvex,1,BR,NPT,,EA,1,4.48,active,
CPL-1-BI,"1"" Coupling Black Iron NPT 150#",pipe_fitting,Valvex,1,BI,NPT,,EA,1,2.01,active,
CPL-1-SS,"1"" Coupling 316 Stainless NPT 150#",pipe_fitting,Valvex,1,SS,NPT,,EA,1,12.50,active,
CPL-1-1/4-BR,"1-1/4"" Coupling Brass NPT 150#",pipe_fitting,Valvex,1-1/4,BR,NPT,,EA,1,5.81,active,
CPL-1-1/4-BI,"1-1/4"" Coupling Black Iron NPT 150#",pipe_fitting,Valvex,1-1/4,BI,NPT,,EA,1,2.26,active,
CPL-1-1/4-SS,"1-1/4"" Coupling 316 Stainless NPT 150#",pipe_fitting,Valvex,1-1/4,SS,NPT,,EA,1,16.05,active,
CPL-1-1/2-BR,"1-1/2"" Coupling Brass NPT 150#",pipe_fitting,Valvex,1-1/2,BR,NPT,,EA,1,7.03,active,
CPL-1-1/2-BI,"1-1/2"" Coupling Black Iron NPT 150#",pipe_fitting,Valvex,1-1/2,BI,NPT,,EA,1,3.13,active,
CPL-1-1/2-SS,"1-1/2"" Coupling 316 Stainless NPT 150#",pipe_fitting,Valvex,1-1/2,SS,NPT,,EA,1,17.68,active,
CPL-2-BR,"2"" Coupling Brass NPT 150#",pipe_fitting,Valvex,2,BR,NPT,,EA,1,11.06,active,
CPL-2-BI,"2"" Coupling Black Iron NPT 150#",pipe_fitting,Valvex,2,BI,NPT,,EA,1,4.25,active,
CPL-2-SS,"2"" Coupling 316 Stainless NPT 150#",pipe_fitting,Valvex,2,SS,NPT,,EA,1,29.21,active,
EL45-1/2-BR,"1/2"" 45 Elbow Brass NPT",pipe_fitting,Valvex,1/2,BR,NPT,,EA,1,2.46,active,
EL45-1/2-BI,"1/2"" 45 Elbow Black Iron NPT",pipe_fitting,Valvex,1/2,BI,NPT,,EA,1,1.28,active,
EL45-3/4-BR,"3/4"" 45 Elbow Brass NPT",pipe_fitting,Valvex,3/4,BR,NPT,,EA,1,4.23,active,
EL45-3/4-BI,"3/4"" 45 Elbow Black Iron NPT",pipe_fitting,Valvex,3/4,BI,NPT,,EA,1,1.85,active,
EL45-1-BR,"1"" 45 Elbow Brass NPT",pipe_fitting,Valvex,1,BR,NPT,,EA,1,5.20,active,
EL45-1-BI,"1"" 45 Elbow Black Iron NPT",pipe_fitting,Valvex,1,BI,NPT,,EA,1,2.12,active,
CAP-3/8-BI,"3/8"" Pipe Cap Black Iron NPT",pipe_fitting,Valvex,3/8,BI,NPT,,EA,1,1.03,active,
CAP-1/2-BI,"1/2"" Pipe Cap Black Iron NPT",pipe_fitting,Valvex,1/2,BI,NPT,,EA,1,1.28,active,
CAP-3/4-BI,3/4 IN Pipe Cap Black Iron NPT,pipe_fitting,Valvex,3/4,BI,NPT,,EA,1,1.69,active,
CAP-1-BI,"1"" Pipe Cap Black Iron NPT",pipe_fitting,Valvex,1,BI,NPT,,EA,1,1.87,active,
CAP-1-1/4-BI,"1-1/4"" Pipe Cap Black Iron NPT",pipe_fitting,Valvex,1-1/4,BI,NPT,,EA,1,2.46,active,
CAP-1-1/2-BI,"1-1/2"" Pipe Cap Black Iron NPT",pipe_fitting,Valvex,1-1/2,BI,NPT,,EA,1,2.45,active,
CAP-2-BI,"2"" Pipe Cap Black Iron NPT",pipe_fitting,Valvex,2,BI,NPT,,EA,1,3.54,active,
NIP-1/4-CL-BR,"1/4"" Close Nipple Brass Sch 40  ",pipe_fitting,Valvex,1/4,BR,NPT,close,EA,1,1.08,active,
NIP-1/4-CL-BI,"1/4"" Close Nipple Black Iron Sch 40",pipe_fitting,Valvex,1/4,BI,NPT,close,EA,1,0.46,active,
NIP-3/8-CL-BR,"3/8"" Close Nipple Brass Sch 40",pipe_fitting,Valvex,3/8,BR,NPT,close,EA,1,1.29,active,
NIP-3/8-CL-BI,"3/8"" Close Nipple Black Iron Sch 40",pipe_fitting,Valvex,3/8,BI,NPT,close,EA,1,0.57,active,
NIP-1/2-CL-BR,"1/2"" Close Nipple Brass Sch 40",pipe_fitting,Valvex,1/2,BR,NPT,close,EA,1,1.61,active,
NIP-1/2-CL-BI,"1/2"" Close Nipple Black Iron Sch 40",pipe_fitting,Valvex,1/2,BI,NPT,close,EA,1,0.79,active,
NIP-3/4-CL-BR,"3/4"" Close Nipple Brass Sch 40",pipe_fitting,Valvex,3/4,BR,NPT,close,EA,1,1.88,active,
NIP-3/4-CL-BI,"3/4"" Close Nipple Black Iron Sch 40",pipe_fitting,Valvex,3/4,BI,NPT,close,EA,1,0.93,active,
NIP-1-CL-BR,"1"" Close Nipple Brass Sch 40",pipe_fitting,Valvex,1,BR,NPT,close,EA,1,2.53,active,
NIP-1-CL-BI,1 IN Close Nipple Black Iron Sch 40,pipe_fitting,Valvex,1,BI,NPT,close,EA,1,1.29,active,
BUSH-3/4x1/2-BR,"Hex Bushing 3/4"" x 1/2"" Brass NPT",pipe_fitting,Valvex,3/4x1/2,BR,NPT,,EA,1,2.82,active,
BUSH-3/4x1/2-BI,"Hex Bushing 3/4"" x 1/2"" Black Iron NPT",pipe_fitting,Valvex,3/4x1/2,BI,NPT,,EA,1,1.39,active,
BUSH-1x3/4-BR,"Hex Bushing 1"" x 3/4"" Brass NPT",pipe_fitting,Valvex,1x3/4,BR,NPT,,EA,1,3.39,active,
BUSH-1x3/4-BI,"Hex Bushing 1"" x 3/4"" Black Iron NPT",pipe_fitting,Valvex,1x3/4,BI,NPT,,EA,1,1.74,active,
BUSH-1x1/2-BR,"Hex Bushing 1"" x 1/2"" Brass NPT",pipe_fitting,Valvex,1x1/2,BR,NPT,,EA,1,3.21,active,
BUSH-1x1/2-BI,"Hex Bushing 1"" x 1/2"" Black Iron NPT",pipe_fitting,Valvex,1x1/2,BI,NPT,,EA,1,1.67,active,
BUSH-1/2x3/8-BR,"Hex Bushing 1/2"" x 3/8"" Brass NPT",pipe_fitting,Valvex,1/2x3/8,BR,NPT,,EA,1,2.38,active,
BUSH-1/2x3/8-BI,"Hex Bushing 1/2"" x 3/8"" Black Iron NPT",pipe_fitting,Valvex,1/2x3/8,BI,NPT,,EA,1,1.05,active,
UNION-1/2-BI,"1/2"" Ground Joint Union Black Iron 150#",pipe_fitting,Valvex,1/2,BI,NPT,,EA,1,5.92,active,
UNION-1/2-BR,"1/2"" Union Brass 125#",pipe_fitting,Valvex,1/2,BR,NPT,,EA,1,9.46,active,
UNION-3/4-BI,"3/4"" Ground Joint Union Black Iron 150#",pipe_fitting,Valvex,3/4,BI,NPT,,EA,1,6.67,active,
UNION-3/4-BR,"3/4"" Union Brass 125#",pipe_fitting,Valvex,3/4,BR,NPT,,EA,1,13.86,active,
UNION-1-BI,"1"" Ground Joint Union Black Iron 150#",pipe_fitting,Valvex,1,BI,NPT,,EA,1,8.82,active,
UNION-1-BR,"1"" Union Brass 125#",pipe_fitting,Valvex,1,BR,NPT,,EA,1,13.58,active,
BV-1/4-BR-FNPT,"1/4"" Ball Valve Brass Full Port FNPT 600 WOG",ball_valve,Valvex,1/4,BR,FNPT,,EA,1,6.69,active,
BV-1/4-SS-FNPT,"1/4"" Ball Valve 316 Stainless Full Port FNPT 600 WOG",ball_valve,Valvex,1/4,SS,FNPT,,EA,1,21.79,active,
BV-3/8-BR-FNPT,"3/8"" Ball Valve Brass Full Port FNPT 600 WOG",ball_valve,Valvex,3/8,BR,FNPT,,EA,1,8.05,active,
BV-3/8-SS-FNPT,"3/8"" Ball Valve 316 Stainless Full Port FNPT 600 WOG",ball_valve,Valvex,3/8,SS,FNPT,,EA,1,25.52,active,
BV-1/2-BR-FNPT,"1/2"" Ball Valve Brass Full Port FNPT 600 WOG",ball_valve,Valvex,1/2,BR,FNPT,,EA,1,11.13,active,
BV-1/2-SS-FNPT,"1/2"" Ball Valve 316 Stainless Full Port FNPT 600 WOG",ball_valve,Valvex,1/2,SS,FNPT,,EA,1,28.62,active,
BV-3/4-BR-FNPT,"3/4"" Ball Valve Brass Full Port FNPT 600 WOG",ball_valve,Valvex,3/4,BR,FNPT,,EA,1,12.73,active,
BV-3/4-SS-FNPT,"3/4"" Ball Valve 316 Stainless Full Port FNPT 600 WOG",ball_valve,Valvex,3/4,SS,FNPT,,EA,1,36.30,active,
BV-1-BR-FNPT,"1"" BALL VALVE BRASS FULL PORT FNPT 600 WOG",ball_valve,Valvex,1,BR,FNPT,,EA,1,16.92,active,
BV-1-1/4-BR-FNPT,"1-1/4"" Ball Valve Brass Full Port FNPT 600 WOG  ",ball_valve,Valvex,1-1/4,BR,FNPT,,EA,1,34.15,active,
BV-1-1/2-BR-FNPT,"1-1/2"" Ball Valve Brass Full Port FNPT 600 WOG",ball_valve,Valvex,1-1/2,BR,FNPT,,EA,1,37.20,active,
BV-2-BR-FNPT,"2"" Ball Valve Brass Full Port FNPT 600 WOG",ball_valve,Valvex,2,BR,FNPT,,EA,1,46.64,active,
BV-1/2-BR-SWT,"1/2"" Ball Valve Brass Solder End 600 WOG",ball_valve,Valvex,1/2,BR,SWT,,EA,1,11.13,active,
BV-3/4-BR-SWT,"3/4"" Ball Valve Brass Solder End 600 WOG",ball_valve,Valvex,3/4,BR,SWT,,EA,1,14.71,active,
GV-3/4-BR,"3/4"" Gate Valve Brass FNPT 125#",ball_valve,Valvex,3/4,BR,FNPT,,EA,1,13.37,active,
GV-1-BR,"1"" Gate Valve Brass FNPT 125#",ball_valve,Valvex,1,BR,FNPT,,EA,1,21.26,active,
CV-1/2-BR,"1/2"" Swing Check Valve Brass FNPT",ball_valve,Valvex,1/2,BR,FNPT,,EA,1,10.93,active,
HOSE-1/4-PUSH,"1/4"" ID Push-Lock Hose 300 PSI Blue (per foot)",hose,Flexon,1/4,NBR,,,FT,1,1.69,active,
HOSE-3/8-PUSH,"3/8"" ID Push-Lock Hose 300 PSI Blue (per foot)",hose,Flexon,3/8,NBR,,,FT,1,1.81,active,
HOSE-1/2-PUSH,"1/2"" ID Push-Lock Hose 300 PSI Blue (per foot)",hose,Flexon,1/2,NBR,,,FT,1,2.30,active,
HOSE-3/8-PUSH-R50,"3/8"" ID Push-Lock Hose 300 PSI Blue 50 ft Reel",hose,Flexon,3/8,NBR,,50,RL,1,83.54,active,
HOSE-3/8-AIR,"3/8"" ID Rubber Air Hose 300 PSI Red (per foot)",hose,Flexon,3/8,EPDM,,,FT,1,1.76,active,
HOSE-1/2-PUSH-R50,"1/2"" ID Push-Lock Hose 300 PSI Blue 50 ft Reel",hose,Flexon,1/2,NBR,,50,RL,1,102.28,active,
HOSE-1/2-AIR,"1/2"" ID Rubber Air Hose 300 PSI Red (per foot)",hose,Flexon,1/2,EPDM,,,FT,1,1.80,active,
HOSE-1/2-AIR-R50,"1/2"" ID Rubber Air Hose Red 50 ft Reel  ",hose,Flexon,1/2,EPDM,,50,RL,1,86.43,active,
TUBE-1/4-NYL,"1/4"" OD Nylon Tubing Natural (per foot)",hose,Flexon,1/4,NYL,,,FT,1,0.56,active,
TUBE-3/8-NYL,"3/8"" OD Nylon Tubing Natural (per foot)",hose,Flexon,3/8,NYL,,,FT,1,0.59,active,
TUBE-1/2-NYL,1/2 IN OD Nylon Tubing Natural (per foot),hose,Flexon,1/2,NYL,,,FT,1,0.77,active,
TUBE-3/8-NYL-R100,"3/8"" OD Nylon Tubing Natural 100 ft Reel",hose,Flexon,3/8,NYL,,100,RL,1,44.94,active,
TUBE-1/4-CU-L,"1/4"" Type L Copper Tube Hard 10 ft Stick",hose,Flexon,1/4,CU,,10,EA,1,10.16,active,
TUBE-3/8-CU-L,"3/8"" Type L Copper Tube Hard 10 ft Stick",hose,Flexon,3/8,CU,,10,EA,1,12.88,active,
TUBE-1/2-CU-L,"1/2"" Type L Copper Tube Hard 10 ft Stick",hose,Flexon,1/2,CU,,10,EA,1,17.90,active,
TUBE-3/4-CU-L,"3/4"" Type L Copper Tube Hard 10 ft Stick",hose,Flexon,3/4,CU,,10,EA,1,21.53,active,
HC-1/4-PUSH,"1/4"" Push-Lock Hose Barb x 1/4"" MNPT Brass",hose,Flexon,1/4,BR,MNPT,,EA,1,1.85,active,
HC-3/8-PUSH,"3/8"" Push-Lock Hose Barb x 3/8"" MNPT Brass",hose,Flexon,3/8,BR,MNPT,,EA,1,2.07,active,
HC-1/2-PUSH,"1/2"" Push-Lock Hose Barb x 1/2"" MNPT Brass",hose,Flexon,1/2,BR,MNPT,,EA,1,2.64,active,
CLAMP-6-SS,"Worm Gear Hose Clamp #6 (7/16""-25/32"") Stainless",hose,Flexon,#6,SS,,,EA,1,1.05,active,
